Codelist,Variable_Name,Description
CL_AREA_GFSMAB2017,GM,Gambia
CL_AREA_GFSMAB2017,GE,Georgia
CL_AREA_GFSMAB2017,DE,Germany
CL_AREA_GFSMAB2017,GH,Ghana
CL_AREA_GFSMAB2017,GR,Greece
CL_AREA_GFSMAB2017,GD,Grenada
CL_AREA_GFSMAB2017,GT,Guatemala
CL_AREA_GFSMAB2017,GN,Guinea
CL_AREA_GFSMAB2017,GW,Guinea-Bissau
CL_AREA_GFSMAB2017,GY,Guyana
CL_AREA_GFSMAB2017,HT,Haiti
CL_AREA_GFSMAB2017,HN,Honduras
CL_AREA_GFSMAB2017,HU,Hungary
CL_AREA_GFSMAB2017,IS,Iceland
CL_AREA_GFSMAB2017,IN,India
CL_AREA_GFSMAB2017,ID,Indonesia
CL_AREA_GFSMAB2017,IR,"Iran, Islamic Republic of"
CL_AREA_GFSMAB2017,IQ,Iraq
CL_AREA_GFSMAB2017,IE,Ireland
CL_AREA_GFSMAB2017,IL,Israel
CL_AREA_GFSMAB2017,IT,Italy
CL_AREA_GFSMAB2017,JM,Jamaica
CL_AREA_GFSMAB2017,JP,Japan
CL_AREA_GFSMAB2017,JO,Jordan
CL_AREA_GFSMAB2017,KZ,Kazakhstan
CL_AREA_GFSMAB2017,KE,Kenya
CL_AREA_GFSMAB2017,KI,Kiribati
CL_AREA_GFSMAB2017,KR,"Korea, Republic of"
CL_AREA_GFSMAB2017,XK,Kosovo
CL_AREA_GFSMAB2017,KW,Kuwait
CL_AREA_GFSMAB2017,KG,Kyrgyzstan
CL_AREA_GFSMAB2017,LA,Lao People`s Democratic Republic
CL_AREA_GFSMAB2017,LV,Latvia
CL_AREA_GFSMAB2017,LB,Lebanon
CL_AREA_GFSMAB2017,LS,Lesotho
CL_AREA_GFSMAB2017,LR,Liberia
CL_AREA_GFSMAB2017,LY,Libya
CL_AREA_GFSMAB2017,LT,Lithuania
CL_AREA_GFSMAB2017,LU,Luxembourg
CL_AREA_GFSMAB2017,MK,"Macedonia, The Former Yugoslav Republic of"
CL_AREA_GFSMAB2017,MG,Madagascar
CL_AREA_GFSMAB2017,MW,Malawi
CL_AREA_GFSMAB2017,MY,Malaysia
CL_AREA_GFSMAB2017,MV,Maldives
CL_AREA_GFSMAB2017,ML,Mali
CL_AREA_GFSMAB2017,MT,Malta
CL_AREA_GFSMAB2017,MH,Marshall islands
CL_AREA_GFSMAB2017,MR,Mauritania
CL_AREA_GFSMAB2017,MU,Mauritius
CL_AREA_GFSMAB2017,MX,Mexico
CL_AREA_GFSMAB2017,FM,"Micronesia, Federated States of"
CL_AREA_GFSMAB2017,MD,"Moldova, Republic of"
CL_AREA_GFSMAB2017,MC,Monaco
CL_AREA_GFSMAB2017,MN,Mongolia
CL_AREA_GFSMAB2017,ME,Montenegro
CL_AREA_GFSMAB2017,MS,Montserrat
CL_AREA_GFSMAB2017,MA,Morocco
CL_AREA_GFSMAB2017,MZ,Mozambique
CL_AREA_GFSMAB2017,MM,Myanmar
CL_AREA_GFSMAB2017,NA,Namibia
CL_AREA_GFSMAB2017,NR,Nauru
CL_AREA_GFSMAB2017,NP,Nepal
CL_AREA_GFSMAB2017,NL,Netherlands
CL_AREA_GFSMAB2017,AN,Netherlands Antilles
CL_AREA_GFSMAB2017,NZ,New Zealand
CL_AREA_GFSMAB2017,NI,Nicaragua
CL_AREA_GFSMAB2017,NE,Niger
CL_AREA_GFSMAB2017,NG,Nigeria
CL_AREA_GFSMAB2017,NO,Norway
CL_AREA_GFSMAB2017,OM,Oman
CL_AREA_GFSMAB2017,PK,Pakistan
CL_AREA_GFSMAB2017,PW,Palau
CL_AREA_GFSMAB2017,PA,Panama
CL_AREA_GFSMAB2017,PG,Papua New Guinea
CL_AREA_GFSMAB2017,PY,Paraguay
CL_AREA_GFSMAB2017,PE,Peru
CL_AREA_GFSMAB2017,PH,Philippines
CL_AREA_GFSMAB2017,PL,Poland
CL_AREA_GFSMAB2017,PT,Portugal
CL_AREA_GFSMAB2017,QA,Qatar
CL_AREA_GFSMAB2017,RO,Romania
CL_AREA_GFSMAB2017,RU,Russian Federation
CL_AREA_GFSMAB2017,RW,Rwanda
CL_AREA_GFSMAB2017,WS,Samoa
CL_AREA_GFSMAB2017,SM,San Marino
CL_AREA_GFSMAB2017,ST,Sao Tome and Principe
CL_AREA_GFSMAB2017,SA,Saudi Arabia
CL_AREA_GFSMAB2017,SN,Senegal
CL_AREA_GFSMAB2017,CS,Serbia and Montenegro
CL_AREA_GFSMAB2017,RS,Serbia
CL_AREA_GFSMAB2017,SC,Seychelles
CL_AREA_GFSMAB2017,SL,Sierra Leone
CL_AREA_GFSMAB2017,SG,Singapore
CL_AREA_GFSMAB2017,SK,Slovakia
CL_AREA_GFSMAB2017,SI,Slovenia
CL_AREA_GFSMAB2017,SB,Solomon Islands
CL_AREA_GFSMAB2017,SO,Somalia
CL_AREA_GFSMAB2017,ZA,South Africa
CL_AREA_GFSMAB2017,SS,South Sudan
CL_AREA_GFSMAB2017,ES,Spain
CL_AREA_GFSMAB2017,LK,Sri Lanka
CL_AREA_GFSMAB2017,KN,Saint Kitts and Nevis
CL_AREA_GFSMAB2017,LC,Saint Lucia
CL_AREA_GFSMAB2017,VC,Saint Vincent and the Grenadines
CL_AREA_GFSMAB2017,SD,Sudan
CL_AREA_GFSMAB2017,SR,Suriname
CL_AREA_GFSMAB2017,SZ,Swaziland
CL_AREA_GFSMAB2017,SE,Sweden
CL_AREA_GFSMAB2017,CH,Switzerland
CL_AREA_GFSMAB2017,SY,Syrian Arab Republic
CL_AREA_GFSMAB2017,TJ,Tajikistan
CL_AREA_GFSMAB2017,TZ,"Tanzania, United Republic of"
CL_AREA_GFSMAB2017,TH,Thailand
CL_AREA_GFSMAB2017,TL,Timor-Leste
CL_AREA_GFSMAB2017,TG,Togo
CL_AREA_GFSMAB2017,TO,Tonga
CL_AREA_GFSMAB2017,TT,Trinidad and Tobago
CL_AREA_GFSMAB2017,TN,Tunisia
CL_AREA_GFSMAB2017,TR,Turkey
CL_AREA_GFSMAB2017,TM,Turkmenistan
CL_AREA_GFSMAB2017,TV,Tuvalu
CL_AREA_GFSMAB2017,UG,Uganda
CL_AREA_GFSMAB2017,UA,Ukraine
CL_AREA_GFSMAB2017,AE,United Arab Emirates
CL_AREA_GFSMAB2017,GB,United Kingdom
CL_AREA_GFSMAB2017,US,United States
CL_AREA_GFSMAB2017,UY,Uruguay
CL_AREA_GFSMAB2017,UZ,Uzbekistan
CL_AREA_GFSMAB2017,VU,Vanuatu
CL_AREA_GFSMAB2017,VE,"Venezuela, Bolivarian Republic"
CL_AREA_GFSMAB2017,VN,Viet Nam
CL_AREA_GFSMAB2017,PS,"Palestine, State of"
CL_AREA_GFSMAB2017,1C_473,Yemen Arab Rep.
CL_AREA_GFSMAB2017,YE,Yemen
CL_AREA_GFSMAB2017,ZM,Zambia
CL_AREA_GFSMAB2017,ZW,Zimbabwe
CL_AREA_GFSMAB2017,1C_AAA,AAA
CL_AREA_GFSMAB2017,1C_ALLC,All Countries
CL_AREA_GFSMAB2017,1C_ALL,All Countries and Country Groups
CL_AREA_GFSMAB2017,1C_Al_Countries_for_Dissemination_Online,All Countries for Dissemination - Online
CL_AREA_GFSMAB2017,1C_GFSY_2014_Country_Pages,All Countries for Dissemination - Print
CL_AREA_GFSMAB2017,1C_ALLG,All Country Groups
CL_AREA_GFSMAB2017,1C_Template_I,Template I
CL_AREA_GFSMAB2017,1C_Template_II,Template II
CL_AREA_GFSMAB2017,1C_Template_III,Template III
CL_AREA_GFSMAB2017,1C_Template_IV,Template IV
CL_AREA_GFSMAB2017,1C_All_Countries_for_Dissemination,All Countries for Dissemination
CL_AREA_GFSMAB2017,S1311B,Budgetary central government
CL_AREA_GFSMAB2017,S13,General government
CL_AREA_GFSMAB2017,S1321,Central government (incl. social security)
CL_AREA_GFSMAB2017,S1311,Central government (excl. social security)
CL_AREA_GFSMAB2017,All Countries Table A and B,All Countries Table A and B
CL_SECTOR_GFSMAB2017,S1311B,Budgetary central government
CL_SECTOR_GFSMAB2017,S1311,Central government (excl. social security funds)
CL_SECTOR_GFSMAB2017,S1321,Central government (incl. social security funds)
CL_SECTOR_GFSMAB2017,S13112,Extrabudgetary central government
CL_SECTOR_GFSMAB2017,S13,General government
CL_SECTOR_GFSMAB2017,S1313,Local governments
CL_SECTOR_GFSMAB2017,S1314,Social security funds
CL_SECTOR_GFSMAB2017,S1312,State governments
CL_UNIT_GFSMAB2017,XDC,Domestic currency
CL_UNIT_GFSMAB2017,XDC_R_B1GQ,Percent of GDP
CL_INDICATOR_GFSMAB2017,G21__Z,Compensation of employees
CL_INDICATOR_GFSMAB2017,G23__Z,Consumption of fixed capital
CL_INDICATOR_GFSMAB2017,G63_F3T4,D1 debt liabilities at market value 
CL_INDICATOR_GFSMAB2017,G63_FD2,D2 debt liabilities at market value 
CL_INDICATOR_GFSMAB2017,G63_FD3,D3 debt liabilities at market value 
CL_INDICATOR_GFSMAB2017,G63NC_FD4,"Debt, net of highly liquid assets"
CL_INDICATOR_GFSMAB2017,G2M__Z,Expenditure
CL_INDICATOR_GFSMAB2017,G2__Z,Expense
CL_INDICATOR_GFSMAB2017,G2G__Z,"Expense, excluding consumption of fixed capital"
CL_INDICATOR_GFSMAB2017,G26__Z,Grants expense
CL_INDICATOR_GFSMAB2017,G13__Z,Grants revenue
CL_INDICATOR_GFSMAB2017,G63_FD4,Gross debt (D4) at market value 
CL_INDICATOR_GFSMAB2017,GGOB__Z,Gross operating balance
CL_INDICATOR_GFSMAB2017,G24__Z,Interest expense
CL_INDICATOR_GFSMAB2017,G31_NG,Investment in nonfinancial assets
CL_INDICATOR_GFSMAB2017,G32_F,Net acquisition of financial assets
CL_INDICATOR_GFSMAB2017,G63N_FD4,Net debt
CL_INDICATOR_GFSMAB2017,G6M2_F,Net financial worth
CL_INDICATOR_GFSMAB2017,G33_F,Net incurrence of liabilities
CL_INDICATOR_GFSMAB2017,GNLB__Z,Net lending (+) / Net borrowing (-)
CL_INDICATOR_GFSMAB2017,GNOB__Z,Net operating balance
CL_INDICATOR_GFSMAB2017,G6_F_NN,Net worth
CL_INDICATOR_GFSMAB2017,G31_NN,Net/gross investment in nonfinancial assets
CL_INDICATOR_GFSMAB2017,G28__Z,Other expense
CL_INDICATOR_GFSMAB2017,G14__Z,Other revenue
CL_INDICATOR_GFSMAB2017,GPB__Z,Primary net lending / borrowing
CL_INDICATOR_GFSMAB2017,G1__Z,Revenue
CL_INDICATOR_GFSMAB2017,G27__Z,Social benefits
CL_INDICATOR_GFSMAB2017,G12__Z,Social contributions
CL_INDICATOR_GFSMAB2017,G62_F,Stock position of financial assets
CL_INDICATOR_GFSMAB2017,G63_F,Stock position of liabilities
CL_INDICATOR_GFSMAB2017,G61_NN,Stock position of nonfinancial assets
CL_INDICATOR_GFSMAB2017,G25__Z,Subsidies
CL_INDICATOR_GFSMAB2017,G11__Z,Tax revenue
CL_INDICATOR_GFSMAB2017,G22__Z,Use of goods and services
CL_AREA_GFSSSUC2017,AF,Afghanistan
CL_AREA_GFSSSUC2017,AL,Albania
CL_AREA_GFSSSUC2017,DZ,Algeria
CL_AREA_GFSSSUC2017,AO,Angola
CL_AREA_GFSSSUC2017,AI,Anguilla
CL_AREA_GFSSSUC2017,AG,Antigua and Barbuda
CL_AREA_GFSSSUC2017,AR,Argentina
CL_AREA_GFSSSUC2017,AM,Armenia
CL_AREA_GFSSSUC2017,AW,Aruba
CL_AREA_GFSSSUC2017,AU,Australia
CL_AREA_GFSSSUC2017,AT,Austria
CL_AREA_GFSSSUC2017,AZ,Azerbaijan
CL_AREA_GFSSSUC2017,BS,Bahamas
CL_AREA_GFSSSUC2017,BH,Bahrain
CL_AREA_GFSSSUC2017,BD,Bangladesh
CL_AREA_GFSSSUC2017,BB,Barbados
CL_AREA_GFSSSUC2017,BY,Belarus
CL_AREA_GFSSSUC2017,BE,Belgium
CL_AREA_GFSSSUC2017,BZ,Belize
CL_AREA_GFSSSUC2017,BJ,Benin
CL_AREA_GFSSSUC2017,BT,Bhutan
CL_AREA_GFSSSUC2017,BO,Bolivia
CL_AREA_GFSSSUC2017,BA,Bosnia and Herzegovina
CL_AREA_GFSSSUC2017,BW,Botswana
CL_AREA_GFSSSUC2017,BR,Brazil
CL_AREA_GFSSSUC2017,BN,Brunei Darussalam
CL_AREA_GFSSSUC2017,BG,Bulgaria
CL_AREA_GFSSSUC2017,BF,Burkina Faso
CL_AREA_GFSSSUC2017,BI,Burundi
CL_AREA_GFSSSUC2017,CV,Cape Verde
CL_AREA_GFSSSUC2017,KH,Cambodia
CL_AREA_GFSSSUC2017,CM,Cameroon
CL_AREA_GFSSSUC2017,CA,Canada
CL_AREA_GFSSSUC2017,KY,Cayman Islands
CL_AREA_GFSSSUC2017,CF,Central African Republic
CL_AREA_GFSSSUC2017,TD,Chad
CL_AREA_GFSSSUC2017,CL,Chile
CL_AREA_GFSSSUC2017,HK,"Hong Kong, China"
CL_AREA_GFSSSUC2017,MO,Macao
CL_AREA_GFSSSUC2017,CN,China
CL_AREA_GFSSSUC2017,CO,Colombia
CL_AREA_GFSSSUC2017,KM,Comoros
CL_AREA_GFSSSUC2017,CD,"Congo, the Democratic Republic of the"
CL_AREA_GFSSSUC2017,CG,Congo
CL_AREA_GFSSSUC2017,CK,Cook Islands
CL_AREA_GFSSSUC2017,CR,Costa Rica
CL_AREA_GFSSSUC2017,CI,Côte d'Ivoire
CL_AREA_GFSSSUC2017,HR,Croatia
CL_AREA_GFSSSUC2017,1C_355,Curacao & St. Maarten
CL_AREA_GFSSSUC2017,CY,Cyprus
CL_AREA_GFSSSUC2017,CZ,Czech Republic
CL_AREA_GFSSSUC2017,DK,Denmark
CL_AREA_GFSSSUC2017,DJ,Djibouti
CL_AREA_GFSSSUC2017,DM,Dominica
CL_AREA_GFSSSUC2017,DO,Dominican Republic
CL_AREA_GFSSSUC2017,EC,Ecuador
CL_AREA_GFSSSUC2017,EG,Egypt
CL_AREA_GFSSSUC2017,SV,El Salvador
CL_AREA_GFSSSUC2017,GQ,Equatorial Guinea
CL_AREA_GFSSSUC2017,ER,Eritrea
CL_AREA_GFSSSUC2017,EE,Estonia
CL_AREA_GFSSSUC2017,ET,Ethiopia
CL_AREA_GFSSSUC2017,U2,Euro area (Member States and Institutions of the Euro Area) changing composition
CL_AREA_GFSSSUC2017,FJ,Fiji
CL_AREA_GFSSSUC2017,FI,Finland
CL_AREA_GFSSSUC2017,FR,France
CL_AREA_GFSSSUC2017,GA,Gabon
CL_AREA_GFSSSUC2017,GM,Gambia
CL_AREA_GFSSSUC2017,GE,Georgia
CL_AREA_GFSSSUC2017,DE,Germany
CL_AREA_GFSSSUC2017,GH,Ghana
CL_AREA_GFSSSUC2017,GR,Greece
CL_AREA_GFSSSUC2017,GD,Grenada
CL_AREA_GFSSSUC2017,GT,Guatemala
CL_AREA_GFSSSUC2017,GN,Guinea
CL_AREA_GFSSSUC2017,GW,Guinea-Bissau
CL_AREA_GFSSSUC2017,GY,Guyana
CL_AREA_GFSSSUC2017,HT,Haiti
CL_AREA_GFSSSUC2017,HN,Honduras
CL_AREA_GFSSSUC2017,HU,Hungary
CL_AREA_GFSSSUC2017,IS,Iceland
CL_AREA_GFSSSUC2017,IN,India
CL_AREA_GFSSSUC2017,ID,Indonesia
CL_AREA_GFSSSUC2017,IR,"Iran, Islamic Republic of"
CL_AREA_GFSSSUC2017,IQ,Iraq
CL_AREA_GFSSSUC2017,IE,Ireland
CL_AREA_GFSSSUC2017,IL,Israel
CL_AREA_GFSSSUC2017,IT,Italy
CL_AREA_GFSSSUC2017,JM,Jamaica
CL_AREA_GFSSSUC2017,JP,Japan
CL_AREA_GFSSSUC2017,JO,Jordan
CL_AREA_GFSSSUC2017,KZ,Kazakhstan
CL_AREA_GFSSSUC2017,KE,Kenya
CL_AREA_GFSSSUC2017,KI,Kiribati
CL_AREA_GFSSSUC2017,KR,"Korea, Republic of"
CL_AREA_GFSSSUC2017,XK,Kosovo
CL_AREA_GFSSSUC2017,KW,Kuwait
CL_AREA_GFSSSUC2017,KG,Kyrgyzstan
CL_AREA_GFSSSUC2017,LA,Lao People`s Democratic Republic
CL_AREA_GFSSSUC2017,LV,Latvia
CL_AREA_GFSSSUC2017,LB,Lebanon
CL_AREA_GFSSSUC2017,LS,Lesotho
CL_AREA_GFSSSUC2017,LR,Liberia
CL_AREA_GFSSSUC2017,LY,Libya
CL_AREA_GFSSSUC2017,LT,Lithuania
CL_AREA_GFSSSUC2017,LU,Luxembourg
CL_AREA_GFSSSUC2017,MK,"Macedonia, The Former Yugoslav Republic of"
CL_AREA_GFSSSUC2017,MG,Madagascar
CL_AREA_GFSSSUC2017,MW,Malawi
CL_AREA_GFSSSUC2017,MY,Malaysia
CL_AREA_GFSSSUC2017,MV,Maldives
CL_AREA_GFSSSUC2017,ML,Mali
CL_AREA_GFSSSUC2017,MT,Malta
CL_AREA_GFSSSUC2017,MH,Marshall islands
CL_AREA_GFSSSUC2017,MR,Mauritania
CL_AREA_GFSSSUC2017,MU,Mauritius
CL_AREA_GFSSSUC2017,MX,Mexico
CL_AREA_GFSSSUC2017,FM,"Micronesia, Federated States of"
CL_AREA_GFSSSUC2017,MD,"Moldova, Republic of"
CL_AREA_GFSSSUC2017,MC,Monaco
CL_AREA_GFSSSUC2017,MN,Mongolia
CL_AREA_GFSSSUC2017,ME,Montenegro
CL_AREA_GFSSSUC2017,MS,Montserrat
CL_AREA_GFSSSUC2017,MA,Morocco
CL_AREA_GFSSSUC2017,MZ,Mozambique
CL_AREA_GFSSSUC2017,MM,Myanmar
CL_AREA_GFSSSUC2017,NA,Namibia
CL_AREA_GFSSSUC2017,NR,Nauru
CL_AREA_GFSSSUC2017,NP,Nepal
CL_AREA_GFSSSUC2017,NL,Netherlands
CL_AREA_GFSSSUC2017,AN,Netherlands Antilles
CL_AREA_GFSSSUC2017,NZ,New Zealand
CL_AREA_GFSSSUC2017,NI,Nicaragua
CL_AREA_GFSSSUC2017,NE,Niger
CL_AREA_GFSSSUC2017,NG,Nigeria
CL_AREA_GFSSSUC2017,NO,Norway
CL_AREA_GFSSSUC2017,OM,Oman
CL_AREA_GFSSSUC2017,PK,Pakistan
CL_AREA_GFSSSUC2017,PW,Palau
CL_AREA_GFSSSUC2017,PA,Panama
CL_AREA_GFSSSUC2017,PG,Papua New Guinea
CL_AREA_GFSSSUC2017,PY,Paraguay
CL_AREA_GFSSSUC2017,PE,Peru
CL_AREA_GFSSSUC2017,PH,Philippines
CL_AREA_GFSSSUC2017,PL,Poland
CL_AREA_GFSSSUC2017,PT,Portugal
CL_AREA_GFSSSUC2017,QA,Qatar
CL_AREA_GFSSSUC2017,RO,Romania
CL_AREA_GFSSSUC2017,RU,Russian Federation
CL_AREA_GFSSSUC2017,RW,Rwanda
CL_AREA_GFSSSUC2017,WS,Samoa
CL_AREA_GFSSSUC2017,SM,San Marino
CL_AREA_GFSSSUC2017,ST,Sao Tome and Principe
CL_AREA_GFSSSUC2017,SA,Saudi Arabia
CL_AREA_GFSSSUC2017,SN,Senegal
CL_AREA_GFSSSUC2017,CS,Serbia and Montenegro
CL_AREA_GFSSSUC2017,RS,Serbia
CL_AREA_GFSSSUC2017,SC,Seychelles
CL_AREA_GFSSSUC2017,SL,Sierra Leone
CL_AREA_GFSSSUC2017,SG,Singapore
CL_AREA_GFSSSUC2017,SK,Slovakia
CL_AREA_GFSSSUC2017,SI,Slovenia
CL_AREA_GFSSSUC2017,SB,Solomon Islands
CL_AREA_GFSSSUC2017,SO,Somalia
CL_AREA_GFSSSUC2017,ZA,South Africa
CL_AREA_GFSSSUC2017,SS,South Sudan
CL_AREA_GFSSSUC2017,ES,Spain
CL_AREA_GFSSSUC2017,LK,Sri Lanka
CL_AREA_GFSSSUC2017,KN,Saint Kitts and Nevis
CL_AREA_GFSSSUC2017,LC,Saint Lucia
CL_AREA_GFSSSUC2017,VC,Saint Vincent and the Grenadines
CL_AREA_GFSSSUC2017,SD,Sudan
CL_AREA_GFSSSUC2017,SR,Suriname
CL_AREA_GFSSSUC2017,SZ,Swaziland
CL_AREA_GFSSSUC2017,SE,Sweden
CL_AREA_GFSSSUC2017,CH,Switzerland
CL_AREA_GFSSSUC2017,SY,Syrian Arab Republic
CL_AREA_GFSSSUC2017,TJ,Tajikistan
CL_AREA_GFSSSUC2017,TZ,"Tanzania, United Republic of"
CL_AREA_GFSSSUC2017,TH,Thailand
CL_AREA_GFSSSUC2017,TL,Timor-Leste
CL_AREA_GFSSSUC2017,TG,Togo
CL_AREA_GFSSSUC2017,TO,Tonga
CL_AREA_GFSSSUC2017,TT,Trinidad and Tobago
CL_AREA_GFSSSUC2017,TN,Tunisia
CL_AREA_GFSSSUC2017,TR,Turkey
CL_AREA_GFSSSUC2017,TM,Turkmenistan
CL_AREA_GFSSSUC2017,TV,Tuvalu
CL_AREA_GFSSSUC2017,UG,Uganda
CL_AREA_GFSSSUC2017,UA,Ukraine
CL_AREA_GFSSSUC2017,AE,United Arab Emirates
CL_AREA_GFSSSUC2017,GB,United Kingdom
CL_AREA_GFSSSUC2017,US,United States
CL_AREA_GFSSSUC2017,UY,Uruguay
CL_AREA_GFSSSUC2017,UZ,Uzbekistan
CL_AREA_GFSSSUC2017,VU,Vanuatu
CL_AREA_GFSSSUC2017,VE,"Venezuela, Bolivarian Republic"
CL_AREA_GFSSSUC2017,VN,Viet Nam
CL_AREA_GFSSSUC2017,PS,"Palestine, State of"
CL_AREA_GFSSSUC2017,1C_473,Yemen Arab Rep.
CL_AREA_GFSSSUC2017,YE,Yemen
CL_AREA_GFSSSUC2017,ZM,Zambia
CL_AREA_GFSSSUC2017,ZW,Zimbabwe
CL_AREA_GFSSSUC2017,1C_AAA,AAA
CL_AREA_GFSSSUC2017,1C_ALLC,All Countries
CL_AREA_GFSSSUC2017,1C_ALL,All Countries and Country Groups
CL_AREA_GFSSSUC2017,1C_All_Countries_for_Dissemination,All Countries for Dissemination
CL_AREA_GFSSSUC2017,1C_Al_Countries_for_Dissemination_Online,All Countries for Dissemination - Online
CL_AREA_GFSSSUC2017,1C_GFSY_2014_Country_Pages,All Countries for Dissemination - Print
CL_AREA_GFSSSUC2017,All Countries Table A and B,All Countries Table A and B
CL_AREA_GFSSSUC2017,1C_ALLG,All Country Groups
CL_AREA_GFSSSUC2017,S1311B,Budgetary central government
CL_AREA_GFSSSUC2017,S1311,Central government (excl. social security)
CL_AREA_GFSSSUC2017,S1321,Central government (incl. social security)
CL_AREA_GFSSSUC2017,S13,General government
CL_AREA_GFSSSUC2017,1C_Template_I,Template I
CL_AREA_GFSSSUC2017,1C_Template_II,Template II
CL_AREA_GFSSSUC2017,1C_Template_III,Template III
CL_AREA_GFSSSUC2017,1C_Template_IV,Template IV
CL_SECTOR_GFSSSUC2017,S1311B,Budgetary central government
CL_SECTOR_GFSSSUC2017,S1311,Central government (excl. social security funds)
CL_SECTOR_GFSSSUC2017,S1321,Central government (incl. social security funds)
CL_SECTOR_GFSSSUC2017,S13112,Extrabudgetary central government
CL_SECTOR_GFSSSUC2017,S13,General government
CL_SECTOR_GFSSSUC2017,S1313,Local governments
CL_SECTOR_GFSSSUC2017,S1314,Social security funds
CL_SECTOR_GFSSSUC2017,S1312,State governments
CL_UNIT_GFSSSUC2017,XDC,Domestic currency
CL_UNIT_GFSSSUC2017,XDC_R_B1GQ,Percent of GDP
CL_INDICATOR_GFSSSUC2017,GNLB__Z,Cash surplus (+) /deficit (-)
CL_INDICATOR_GFSSSUC2017,G21__Z,Compensation of employees
CL_INDICATOR_GFSSSUC2017,G2M__Z,Expenditure cash flows
CL_INDICATOR_GFSSSUC2017,G2__Z,Expense cash flows
CL_INDICATOR_GFSSSUC2017,G26__Z,Grant payments
CL_INDICATOR_GFSSSUC2017,G13__Z,Grant receipts
CL_INDICATOR_GFSSSUC2017,G24__Z,Interest payments
CL_INDICATOR_GFSSSUC2017,G32_FX2,Net acquisition of financial assets other than cash
CL_INDICATOR_GFSSSUC2017,GNFB__Z,Net cash inflow from financing activities
CL_INDICATOR_GFSSSUC2017,GGOB__Z,Net cash inflow from operating activities
CL_INDICATOR_GFSSSUC2017,G31_N11G,Net cash outflow: investment in fixed assets
CL_INDICATOR_GFSSSUC2017,G31_N12N,Net cash outflow: investment in inventories
CL_INDICATOR_GFSSSUC2017,G31_NG,Net cash outflow: investment in nonfinancial assets
CL_INDICATOR_GFSSSUC2017,G31_N2N,Net cash outflow: investment in nonproduced assets
CL_INDICATOR_GFSSSUC2017,G31_N13N,Net cash outflow: investment in valuables
CL_INDICATOR_GFSSSUC2017,G32_F2,Net change in the stock of cash
CL_INDICATOR_GFSSSUC2017,G33_F,Net incurrence of liabilities
CL_INDICATOR_GFSSSUC2017,G28__Z,Other payments
CL_INDICATOR_GFSSSUC2017,G14__Z,Other receipts
CL_INDICATOR_GFSSSUC2017,GPB__Z,Primary cash surplus (+) /deficit (-)
CL_INDICATOR_GFSSSUC2017,G22__Z,Purchases of goods and services
CL_INDICATOR_GFSSSUC2017,G1__Z,Revenue cash flows
CL_INDICATOR_GFSSSUC2017,G27__Z,Social benefit payments
CL_INDICATOR_GFSSSUC2017,G12__Z,Social contributions
CL_INDICATOR_GFSSSUC2017,G25__Z,Subsidy payments
CL_INDICATOR_GFSSSUC2017,G11__Z,Tax receipts
CL_AREA_GFSR2016,AF,Afghanistan
CL_AREA_GFSR2016,AL,Albania
CL_AREA_GFSR2016,DZ,Algeria
CL_AREA_GFSR2016,AO,Angola
CL_AREA_GFSR2016,AI,Anguilla
CL_AREA_GFSR2016,AG,Antigua and Barbuda
CL_AREA_GFSR2016,AR,Argentina
CL_AREA_GFSR2016,AM,Armenia
CL_AREA_GFSR2016,AW,Aruba
CL_AREA_GFSR2016,AU,Australia
CL_AREA_GFSR2016,AT,Austria
CL_AREA_GFSR2016,AZ,Azerbaijan
CL_AREA_GFSR2016,BS,Bahamas
CL_AREA_GFSR2016,BH,Bahrain
CL_AREA_GFSR2016,BD,Bangladesh
CL_AREA_GFSR2016,BB,Barbados
CL_AREA_GFSR2016,BY,Belarus
CL_AREA_GFSR2016,BE,Belgium
CL_AREA_GFSR2016,BZ,Belize
CL_AREA_GFSR2016,BJ,Benin
CL_AREA_GFSR2016,BT,Bhutan
CL_AREA_GFSR2016,BO,Bolivia
CL_AREA_GFSR2016,BA,Bosnia and Herzegovina
CL_AREA_GFSR2016,BW,Botswana
CL_AREA_GFSR2016,BR,Brazil
CL_AREA_GFSR2016,BN,Brunei Darussalam
CL_AREA_GFSR2016,BG,Bulgaria
CL_AREA_GFSR2016,BF,Burkina Faso
CL_AREA_GFSR2016,BI,Burundi
CL_AREA_GFSR2016,CV,Cape Verde
CL_AREA_GFSR2016,KH,Cambodia
CL_AREA_GFSR2016,CM,Cameroon
CL_AREA_GFSR2016,CA,Canada
CL_AREA_GFSR2016,KY,Cayman Islands
CL_AREA_GFSR2016,CF,Central African Republic
CL_AREA_GFSR2016,TD,Chad
CL_AREA_GFSR2016,CL,Chile
CL_AREA_GFSR2016,HK,"Hong Kong, China"
CL_AREA_GFSR2016,MO,Macao
CL_AREA_GFSR2016,CN,China
CL_AREA_GFSR2016,CO,Colombia
CL_AREA_GFSR2016,KM,Comoros
CL_AREA_GFSR2016,CD,"Congo, the Democratic Republic of the"
CL_AREA_GFSR2016,CG,Congo
CL_AREA_GFSR2016,CK,Cook Islands
CL_AREA_GFSR2016,CR,Costa Rica
CL_AREA_GFSR2016,CI,Côte d'Ivoire
CL_AREA_GFSR2016,HR,Croatia
CL_AREA_GFSR2016,1C_355,Curacao & St. Maarten
CL_AREA_GFSR2016,CY,Cyprus
